-0.5367,0.2617,-9.6805,1.671,0.1005,0.4434,-5.3701,-2.1381,-20.061,-11.607,0.2701,0.1876,-1.0418,-1.9606,-3.0195,-2.077
-0.5367,0.2617,-9.6805,1.671,0.1005,0.4434,-5.3701,-2.1381,-20.061,-11.607,0.2701,0.1876,-1.0418,-1.9606,-3.0195,-2.077
-0.5745,0.2318,-9.3967,1.3393,0.0008,0.4388,-5.5432,-2.1215,-20.092,-11.618,0.2739,0.1612,-1.2456,-1.8243,-3.0536,-2.0551
-0.5745,0.2318,-9.3967,1.3393,0.0008,0.4388,-5.5432,-2.1215,-20.092,-11.618,0.2739,0.1612,-1.2456,-1.8243,-3.0536,-2.0551
-0.5745,0.2318,-9.3967,1.3393,0.0008,0.4388,-5.5432,-2.1215,-20.092,-11.618,0.2739,0.1612,-1.2456,-1.8243,-3.0536,-2.0551
-0.4949,0.1893,-9.3233,1.4672,0.0043,0.4973,-5.5535,-2.1068,-19.806,-11.734,0.3056,0.1571,-1.5085,-1.6017,-3.0469,-2.0376
-0.4949,0.1893,-9.3233,1.4672,0.0043,0.4973,-5.5535,-2.1068,-19.806,-11.734,0.3056,0.1571,-1.5085,-1.6017,-3.0469,-2.0376
-0.4215,0.1681,-9.5757,1.9094,0.0961,0.5349,-5.3804,-2.1233,-19.661,-11.756,0.3654,0.1754,-1.4611,-1.6076,-2.8579,-2.0645
-0.4215,0.1681,-9.5757,1.9094,0.0961,0.5349,-5.3804,-2.1233,-19.661,-11.756,0.3654,0.1754,-1.4611,-1.6076,-2.8579,-2.0645
-0.4215,0.1681,-9.5757,1.9094,0.0961,0.5349,-5.3804,-2.1233,-19.661,-11.756,0.3654,0.1754,-1.4611,-1.6076,-2.8579,-2.0645
-0.3722,0.1699,-9.8343,2.2823,0.1885,0.5727,-5.2263,-2.1105,-19.582,-11.681,0.4603,0.2065,-1.357,-1.6008,-2.5069,-2.1285
-0.3722,0.1699,-9.8343,2.2823,0.1885,0.5727,-5.2263,-2.1105,-19.582,-11.681,0.4603,0.2065,-1.357,-1.6008,-2.5069,-2.1285
