-53.866,-33.013,-66.538,91.422,10.396,-12.215,-33.777,47.534,-22.779,32.982,-20.315,35.282,15.568,-17.068,-6.4209,19.692
-53.143,-34.149,-66.562,91.156,10.43,-12.324,-33.786,47.471,-22.977,32.55,-20.371,35.083,15.629,-17.178,-6.4019,19.436
-52.417,-35.286,-66.584,90.889,10.464,-12.431,-33.793,47.408,-23.174,32.117,-20.427,34.884,15.69,-17.286,-6.3819,19.181
-51.689,-36.426,-66.603,90.62,10.498,-12.539,-33.8,47.346,-23.371,31.682,-20.482,34.683,15.75,-17.394,-6.3612,18.927
-50.959,-37.568,-66.621,90.35,10.532,-12.646,-33.805,47.284,-23.566,31.246,-20.535,34.483,15.808,-17.501,-6.3396,18.673
-50.959,-37.568,-66.621,90.35,10.532,-12.646,-33.805,47.284,-23.566,31.246,-20.535,34.483,15.808,-17.501,-6.3396,18.673
-50.227,-38.712,-66.636,90.077,10.566,-12.753,-33.81,47.223,-23.762,30.809,-20.588,34.282,15.866,-17.606,-6.3172,18.419
-49.493,-39.858,-66.649,89.803,10.601,-12.859,-33.813,47.163,-23.956,30.37,-20.639,34.08,15.924,-17.711,-6.2939,18.166
-48.757,-41.007,-66.659,89.527,10.635,-12.965,-33.816,47.103,-24.149,29.93,-20.689,33.877,15.98,-17.814,-6.2698,17.914
-48.018,-42.157,-66.668,89.249,10.669,-13.071,-33.818,47.043,-24.342,29.489,-20.739,33.674,16.036,-17.916,-6.2449,17.662
-48.018,-42.157,-66.668,89.249,10.669,-13.071,-33.818,47.043,-24.342,29.489,-20.739,33.674,16.036,-17.916,-6.2449,17.662
-47.278,-43.31,-66.674,88.97,10.704,-13.176,-33.818,46.984,-24.534,29.046,-20.787,33.47,16.09,-18.017,-6.2191,17.41
-46.535,-44.465,-66.677,88.689,10.738,-13.281,-33.818,46.926,-24.725,28.603,-20.833,33.266,16.144,-18.118,-6.1925,17.16
-46.535,-44.465,-66.677,88.689,10.738,-13.281,-33.818,46.926,-24.725,28.603,-20.833,33.266,16.144,-18.118,-6.1925,17.16
-45.79,-45.623,-66.679,88.407,10.773,-13.386,-33.817,46.869,-24.915,28.158,-20.879,33.062,16.197,-18.217,-6.1651,16.909
-45.043,-46.782,-66.678,88.122,10.807,-13.49,-33.815,46.812,-25.104,27.711,-20.924,32.856,16.249,-18.315,-6.1368,16.66
-44.294,-47.944,-66.675,87.836,10.842,-13.593,-33.812,46.756,-25.293,27.264,-20.967,32.65,16.3,-18.411,-6.1077,16.411
-43.542,-49.108,-66.67,87.549,10.876,-13.696,-33.808,46.7,-25.48,26.815,-21.01,32.444,16.351,-18.507,-6.0778,16.162
-42.789,-50.274,-66.662,87.26,10.911,-13.799,-33.803,46.645,-25.667,26.365,-21.051,32.237,16.4,-18.602,-6.047,15.915
-42.789,-50.274,-66.662,87.26,10.911,-13.799,-33.803,46.645,-25.667,26.365,-21.051,32.237,16.4,-18.602,-6.047,15.915
-42.033,-51.442,-66.652,86.969,10.946,-13.901,-33.798,46.591,-25.852,25.915,-21.091,32.03,16.449,-18.695,-6.0154,15.668
-41.275,-52.612,-66.64,86.677,10.981,-14.003,-33.791,46.537,-26.037,25.462,-21.13,31.822,16.497,-18.787,-5.9829,15.421
-40.515,-53.784,-66.625,86.383,11.015,-14.104,-33.784,46.484,-26.221,25.009,-21.168,31.614,16.543,-18.878,-5.9496,15.176
-40.515,-53.784,-66.625,86.383,11.015,-14.104,-33.784,46.484,-26.221,25.009,-21.168,31.614,16.543,-18.878,-5.9496,15.176
-39.753,-54.959,-66.609,86.088,11.05,-14.205,-33.775,46.432,-26.403,24.555,-21.205,31.405,16.59,-18.968,-5.9155,14.931
-38.988,-56.136,-66.59,85.791,11.085,-14.305,-33.766,46.381,-26.585,24.1,-21.24,31.196,16.635,-19.057,-5.8806,14.686
-38.988,-56.136,-66.59,85.791,11.085,-14.305,-33.766,46.381,-26.585,24.1,-21.24,31.196,16.635,-19.057,-5.8806,14.686
-38.222,-57.314,-66.568,85.493,11.12,-14.404,-33.756,46.33,-26.766,23.643,-21.275,30.986,16.679,-19.145,-5.8448,14.443
-37.453,-58.495,-66.545,85.193,11.155,-14.504,-33.745,46.28,-26.946,23.186,-21.308,30.776,16.722,-19.231,-5.8081,14.2
-36.682,-59.678,-66.519,84.892,11.19,-14.602,-33.733,46.231,-27.124,22.728,-21.34,30.566,16.765,-19.317,-5.7707,13.957
-35.909,-60.864,-66.491,84.589,11.225,-14.7,-33.72,46.182,-27.302,22.268,-21.371,30.355,16.807,-19.401,-5.7324,13.716
-35.909,-60.864,-66.491,84.589,11.225,-14.7,-33.72,46.182,-27.302,22.268,-21.371,30.355,16.807,-19.401,-5.7324,13.716
-35.134,-62.051,-66.461,84.285,11.26,-14.798,-33.707,46.135,-27.478,21.808,-21.401,30.143,16.848,-19.484,-5.6933,13.475
-34.356,-63.24,-66.428,83.979,11.295,-14.895,-33.692,46.088,-27.654,21.347,-21.43,29.932,16.887,-19.565,-5.6534,13.235
-33.577,-64.432,-66.393,83.672,11.331,-14.991,-33.677,46.042,-27.828,20.884,-21.457,29.72,16.927,-19.646,-5.6126,12.996
-33.577,-64.432,-66.393,83.672,11.331,-14.991,-33.677,46.042,-27.828,20.884,-21.457,29.72,16.927,-19.646,-5.6126,12.996
-32.795,-65.625,-66.356,83.364,11.366,-15.087,-33.661,45.997,-28.001,20.421,-21.484,29.507,16.965,-19.725,-5.571,12.758
-32.011,-66.821,-66.316,83.054,11.401,-15.182,-33.645,45.952,-28.173,19.957,-21.509,29.295,17.002,-19.804,-5.5286,12.52
-31.225,-68.019,-66.275,82.743,11.436,-15.277,-33.627,45.908,-28.344,19.492,-21.533,29.082,17.039,-19.881,-5.4854,12.284
-30.436,-69.219,-66.231,82.431,11.471,-15.371,-33.609,45.866,-28.513,19.026,-21.556,28.868,17.074,-19.956,-5.4413,12.048
-29.646,-70.421,-66.185,82.117,11.507,-15.465,-33.589,45.824,-28.682,18.56,-21.577,28.655,17.109,-20.031,-5.3965,11.812
-29.646,-70.421,-66.185,82.117,11.507,-15.465,-33.589,45.824,-28.682,18.56,-21.577,28.655,17.109,-20.031,-5.3965,11.812
-28.853,-71.624,-66.136,81.802,11.542,-15.558,-33.569,45.783,-28.849,18.092,-21.598,28.441,17.143,-20.104,-5.3508,11.578
-28.058,-72.831,-66.085,81.486,11.577,-15.65,-33.549,45.742,-29.015,17.624,-21.617,28.227,17.176,-20.176,-5.3043,11.345
-27.261,-74.039,-66.032,81.169,11.612,-15.741,-33.527,45.703,-29.18,17.155,-21.635,28.012,17.208,-20.247,-5.2569,11.112
-27.261,-74.039,-66.032,81.169,11.612,-15.741,-33.527,45.703,-29.18,17.155,-21.635,28.012,17.208,-20.247,-5.2569,11.112
-26.461,-75.249,-65.977,80.85,11.648,-15.833,-33.505,45.664,-29.343,16.685,-21.652,27.797,17.239,-20.317,-5.2088,10.881
-25.66,-76.461,-65.919,80.53,11.683,-15.923,-33.482,45.627,-29.506,16.215,-21.668,27.582,17.27,-20.385,-5.1598,10.65
-25.66,-76.461,-65.919,80.53,11.683,-15.923,-33.482,45.627,-29.506,16.215,-21.668,27.582,17.27,-20.385,-5.1598,10.65
-24.856,-77.675,-65.86,80.209,11.719,-16.013,-33.458,45.59,-29.667,15.744,-21.683,27.367,17.299,-20.452,-5.11,10.42
-24.05,-78.892,-65.798,79.886,11.754,-16.102,-33.434,45.554,-29.826,15.272,-21.696,27.152,17.328,-20.518,-5.0595,10.191
-23.242,-80.11,-65.733,79.563,11.789,-16.19,-33.409,45.519,-29.985,14.799,-21.709,26.936,17.355,-20.583,-5.0081,9.9626
-22.431,-81.33,-65.667,79.238,11.825,-16.278,-33.383,45.485,-30.142,14.326,-21.72,26.72,17.382,-20.646,-4.9559,9.7353
-22.431,-81.33,-65.667,79.238,11.825,-16.278,-33.383,45.485,-30.142,14.326,-21.72,26.72,17.382,-20.646,-4.9559,9.7353
-21.618,-82.553,-65.598,78.912,11.86,-16.365,-33.356,45.452,-30.297,13.852,-21.73,26.504,17.408,-20.708,-4.9028,9.509
-20.804,-83.777,-65.527,78.585,11.895,-16.452,-33.329,45.42,-30.452,13.377,-21.738,26.288,17.434,-20.769,-4.849,9.2837
-19.986,-85.003,-65.454,78.257,11.931,-16.537,-33.301,45.389,-30.605,12.902,-21.746,26.071,17.458,-20.829,-4.7944,9.0592
-19.986,-85.003,-65.454,78.257,11.931,-16.537,-33.301,45.389,-30.605,12.902,-21.746,26.071,17.458,-20.829,-4.7944,9.0592
-19.167,-86.232,-65.379,77.928,11.966,-16.622,-33.273,45.359,-30.756,12.427,-21.752,25.855,17.481,-20.887,-4.739,8.8357
-18.346,-87.462,-65.301,77.598,12.002,-16.707,-33.243,45.329,-30.907,11.95,-21.758,25.638,17.504,-20.944,-4.6828,8.6132
-17.522,-88.695,-65.221,77.266,12.037,-16.79,-33.213,45.301,-31.055,11.473,-21.762,25.421,17.526,-21,-4.6258,8.3917
-16.696,-89.929,-65.139,76.934,12.072,-16.873,-33.183,45.274,-31.203,10.996,-21.764,25.204,17.546,-21.055,-4.568,8.1711
-16.696,-89.929,-65.139,76.934,12.072,-16.873,-33.183,45.274,-31.203,10.996,-21.764,25.204,17.546,-21.055,-4.568,8.1711
-15.868,-91.166,-65.055,76.601,12.108,-16.956,-33.152,45.247,-31.349,10.518,-21.766,24.987,17.567,-21.108,-4.5094,7.9515
-15.037,-92.404,-64.968,76.266,12.143,-17.037,-33.12,45.222,-31.493,10.04,-21.767,24.77,17.586,-21.16,-4.45,7.7329
-14.204,-93.645,-64.88,75.931,12.178,-17.118,-33.088,45.197,-31.636,9.5607,-21.766,24.553,17.604,-21.211,-4.3898,7.5153
-13.37,-94.887,-64.789,75.595,12.214,-17.198,-33.055,45.174,-31.778,9.0813,-21.764,24.335,17.621,-21.26,-4.3288,7.2987
