22005,54.3,19.248,0,-0.036568,0,22180,50.919,0,0,0,0,0.0097336,1
22005,54.3,19.248,0,-0.036568,0,22180,50.919,0,0,0,0,0.0097336,1
22005,54.3,19.248,0,-0.036568,0,22180,50.919,0,0,0,0,0.0097336,1
22005,54.3,19.248,0,-0.036568,0,22180,50.919,0,0,0,0,0.0097336,1
22005,54.3,19.248,0,-0.036568,0,22180,50.919,0,0,0,0,0.0097336,1
22005,54.3,19.248,0,-0.036568,0,22180,50.919,0,0,0,0,0.0097336,1
22005,54.3,19.248,0,-0.036568,0,22180,50.919,0,0,0,0,0.0097336,1
22005,54.3,19.248,0,-0.036568,0,22180,50.919,0,0,0,0,0.0097336,1
22005,54.3,19.248,0,-0.036568,0,22180,50.919,0,0,0,0,0.0097336,1
22005,54.3,19.248,0,-0.036568,0,22180,50.919,0,0,0,0,0.0097336,1
22005,54.3,19.248,0,-0.036568,0,22180,50.919,0,0,0,0,0.0097336,1
22005,54.3,19.248,0,-0.036568,0,22180,50.919,0,0,0,0,0.0097336,1
22006,54.3,19.246,0,-0.036411,0,22180,50.919,0,0,0,0,0.0097982,1
22006,54.3,19.246,0,-0.036411,0,22180,50.919,0,0,0,0,0.0097982,1
22006,54.3,19.246,0,-0.036411,0,22180,50.919,0,0,0,0,0.0097982,1
22006,54.3,19.246,0,-0.036411,0,22180,50.919,0,0,0,0,0.0097982,1
22006,54.3,19.246,0,-0.036411,0,22180,50.919,0,0,0,0,0.0097982,1
22006,54.3,19.246,0,-0.036411,0,22180,50.919,0,0,0,0,0.0097982,1
22007,54.3,19.244,0,-0.036305,0,22180,50.919,0,0,0,0,0.0098417,1
22007,54.3,19.244,0,-0.036305,0,22180,50.919,0,0,0,0,0.0098417,1
22008,54.3,19.241,0,-0.036093,0,22180,50.919,0,0,0,0,0.00993,1
22008,54.3,19.241,0,-0.036093,0,22180,50.919,0,0,0,0,0.00993,1
22008,54.3,19.241,0,-0.036093,0,22180,50.919,0,0,0,0,0.00993,1
22008,54.3,19.241,0,-0.036093,0,22180,50.919,0,0,0,0,0.00993,1
22009,54.3,19.239,0,-0.035933,0,22180,50.919,0,0,0,0,0.0099972,1
22009,54.3,19.239,0,-0.035933,0,22180,50.919,0,0,0,0,0.0099972,1
22009,54.3,19.239,0,-0.035933,0,22180,50.919,0,0,0,0,0.0099972,1
22009,54.3,19.239,0,-0.035933,0,22180,50.919,0,0,0,0,0.0099972,1
22009,54.3,19.239,0,-0.035933,0,22180,50.919,0,0,0,0,0.0099972,1
22009,54.3,19.239,0,-0.035933,0,22180,50.919,0,0,0,0,0.0099972,1
22009,54.3,19.239,0,-0.035933,0,22180,50.919,0,0,0,0,0.0099972,1
22009,54.3,19.239,0,-0.035933,0,22180,50.919,0,0,0,0,0.0099972,1
22009,54.3,19.239,0,-0.035933,0,22180,50.919,0,0,0,0,0.0099972,1
22010,54.3,19.238,0,-0.035826,0,22180,50.919,0,0,0,0,0.010042,1
22010,54.3,19.237,0,-0.03577,0,22180,50.919,0,0,0,0,0.010065,1
22010,54.3,19.237,0,-0.03577,0,22180,50.919,0,0,0,0,0.010065,1
22010,54.3,19.237,0,-0.03577,0,22180,50.919,0,0,0,0,0.010065,1
22010,54.3,19.237,0,-0.03577,0,22180,50.919,0,0,0,0,0.010065,1
22012,54.3,19.234,0,-0.035556,0,22180,50.919,0,0,0,0,0.010158,1
22012,54.3,19.234,0,-0.035556,0,22180,50.919,0,0,0,0,0.010158,1
22012,54.3,19.234,0,-0.035556,0,22180,50.919,0,0,0,0,0.010158,1
22013,54.3,19.233,0,-0.035447,0,22180,50.919,0,0,0,0,0.010204,1
22013,54.3,19.233,0,-0.035447,0,22180,50.919,0,0,0,0,0.010204,1
22013,54.3,19.233,0,-0.035447,0,22180,50.919,0,0,0,0,0.010204,1
22013,54.3,19.233,0,-0.035447,0,22180,50.919,0,0,0,0,0.010204,1
22013,54.3,19.233,0,-0.035447,0,22180,50.919,0,0,0,0,0.010204,1
